budget,genres,id,popularity,release_date,revenue,title,vote_average,vote_count,release_year,return,cast,director_name
0,['Comedy'],9267,9.132013,1971-09-28,0.0,And Now for Something Completely Different,7.1,139.0,1971.0,0.0,"['Graham Chapman', 'John Cleese', 'Terry Gilliam', 'Eric Idle', 'Terry Jones', 'Michael Palin', 'Carol Cleveland', 'Connie Booth', 'Lesley Judd']",Ian MacNaughton
6800000,"['Action', 'Drama', 'Horror', 'Thriller']",10766,10.235373,1978-06-09,26518355.0,Damien: Omen II,6.1,170.0,1978.0,3.899758088235294,"['William Holden', 'Lee Grant', 'Jonathan Scott-Taylor', 'Robert Foxworth', 'Lance Henriksen', 'Elizabeth Shepherd', 'Nicholas Pryor', 'Lew Ayres', 'Sylvia Sidney', 'Lucas Donat', 'Leo McKern', 'Ian Hendry', 'Allan Arbus', 'Meshach Taylor', 'Fritz Ford']",Don Taylor
0,"['Drama', 'Horror', 'Thriller']",10768,7.798615,1981-03-20,20471382.0,Omen III: The Final Conflict,5.5,132.0,1981.0,0.0,"['Sam Neill', 'Rossano Brazzi', 'Don Gordon', 'Lisa Harrow', 'Barnaby Holm', 'Mason Adams', 'Leueen Willoughby', 'Marc Boyle', 'Milos Kirek', 'Robert Arden']",Graham Baker
3500000,['Comedy'],813,13.063203,1980-07-02,83453539.0,Airplane!,7.1,1104.0,1980.0,23.843868285714287,"['Robert Hays', 'Julie Hagerty', 'Kareem Abdul-Jabbar', 'Lloyd Bridges', 'Peter Graves', 'Leslie Nielsen', 'Lorna Patterson', 'Robert Stack', 'Stephen Stucker', 'Jim Abrahams', 'Frank Ashmore', 'Jonathan Banks', 'Craig Berenson', 'Barbara Billingsley', 'Lee Bryant', 'Joyce Bulifant', 'Mae E. Campbell', 'Ethel Merman', 'Jimmie Walker', 'Jill Whelan', 'Kitten Natividad', 'Nora Meerbaum', 'Kenneth Tobey']",Jim Abrahams
0,['Comedy'],2665,7.181664,1982-12-10,27150534.0,Airplane II: The Sequel,6.0,276.0,1982.0,0.0,"['Robert Hays', 'Julie Hagerty', 'Lloyd Bridges', 'Chad Everett', 'Peter Graves', 'Chuck Connors', 'William Shatner', 'Raymond Burr', 'John Vernon', 'Kent McCord', 'James A. Watson, Jr', 'John Dehner', 'Rip Torn', 'Sonny Bono', 'Leslie Nielsen', 'Stephen Stucker', 'Laurene Landon', 'Richard Jaeckel', 'Lee Bryant', 'John Larch', 'Sandahl Bergman', 'David Leisure', 'Kitten Natividad', 'Monique Gabrielle', 'George Wendt']",Ken Finkleman
22000000,"['Horror', 'Comedy']",9406,7.145784,1997-12-25,26570463.0,An American Werewolf in Paris,5.3,154.0,1997.0,1.2077483181818185,"['Tom Everett Scott', 'Julie Delpy', 'Vince Vieluf', 'Julie Bowen', 'Phil Buckman', 'Pierre Cosso', 'Thierry Lhermitte', 'Tom Novembre', 'Maria Machado', 'Ben Salem Bouabdallah', 'Charles Maquignon', 'Chris Bearne', 'Alan McKenna', 'Hervé Sogne', 'Christian Magnani', 'Anthony Waller', 'Jean-Claude Deret', 'David F. Friedman', 'Pieter Riemens', 'Pierre Bodry', 'Serge Basso']",Anthony Waller
0,"['Adventure', 'Comedy', 'Romance']",11418,11.457485,1985-07-25,49364621.0,National Lampoon’s European Vacation,6.0,232.0,1985.0,0.0,"['Chevy Chase', ""Beverly D'Angelo"", 'Dana Hill', 'Jason Lively', 'Mel Smith', 'William Zabka', 'Paul Bartel', 'Cynthia Szigeti', 'Eric Idle', 'Robbie Coltrane', 'John Astin', 'Angus MacKay', 'Jacques Herlin', 'Jacques Maury', 'Willy Millowitsch', 'Erika Wackernagel', 'Claudia Neidig', 'Peter Hugo', 'Moon Unit Zappa', 'Elizabeth Arlen']",Amy Heckerling
15000000,"['Comedy', 'Adventure', 'Romance']",11153,7.747432,1983-07-28,61399552.0,National Lampoon's Vacation,7.1,412.0,1983.0,4.093303466666667,"['Chevy Chase', ""Beverly D'Angelo"", 'Imogene Coca', 'Randy Quaid', 'Anthony Michael Hall', 'Miriam Flynn', 'John Candy', 'Dana Barron', 'Eddie Bracken', 'Brian Doyle-Murray', 'James Keach', 'Eugene Levy', 'Frank McRae', 'Christie Brinkley', 'Jane Krakowski', 'John P. Navin, Jr.', 'Mickey Jones', 'Nathan Cook', 'Christopher Jackson', 'John Diehl', 'Randy Lowell', 'Michael Talbott', 'Henry Gibson', 'Harold Ramis']",Harold Ramis
0,['Comedy'],14170,11.303489,1988-06-03,0.0,Funny Farm,6.0,74.0,1988.0,0.0,"['Chevy Chase', 'Madolyn Smith Osborne', ""Kevin O'Morrison"", 'Joseph Maher', 'Jack Gilpin', 'Caris Corfman', 'William Severs', 'Mike Starr', 'Glenn Plummer', 'William Duell', 'Helen Lloyd Breed', 'Kit Le Fever', 'Dakin Matthews', 'William Newman', 'Alice Drummond', 'Kevin Conway']",George Roy Hill
18000000,"['Fantasy', 'Drama', 'Comedy', 'Romance', 'Family']",2280,9.562292,1988-06-03,151668774.0,Big,6.9,1022.0,1988.0,8.426043,"['Tom Hanks', 'Elizabeth Perkins', 'Robert Loggia', 'John Heard', 'Jared Rushton', 'David Moscow', 'Jon Lovitz', 'Mercedes Ruehl', 'Josh Clark', 'Allan Wasserman', 'Kimberlee M. Davis', 'Oliver Block', 'Erika Katz', 'Mark Ballou', 'Gary Howard Klar']",Penny Marshall
0,['Comedy'],11077,5.722116,1990-07-27,0.0,Problem Child,5.5,152.0,1990.0,0.0,"['John Ritter', 'Jack Warden', 'Michael Oliver', 'Gilbert Gottfried', 'Michael Richards', 'Amy Yasbeck', 'Peter Jurasik', 'Ellen Locy']",Dennis Dugan
0,['Comedy'],28597,8.142992,1991-07-03,0.0,Problem Child 2,5.2,101.0,1991.0,0.0,"['John Ritter', 'Michael Oliver', 'Jack Warden', 'Laraine Newman', 'Amy Yasbeck', 'Ivyann Schwan', 'Gilbert Gottfried', 'Paul Willson', 'Alan Blumenfeld', 'Charlene Tilton', 'James Tolkan', 'Kenneth Londoner']",Brian Levant
0,"['Adventure', 'Animation', 'Family', 'Fantasy']",22611,2.770568,1989-07-15,0.0,Little Nemo: Adventures In Slumberland,7.1,36.0,1989.0,0.0,"['Gabriel Damon', 'Mickey Rooney', 'Rene Auberjonois', 'Danny Mann', 'Laura Mooney', 'Bernard Erhard', 'Bill Martin']",Masami Hata
0,"['Drama', 'Romance']",39780,1.462571,1997-12-31,0.0,Oscar and Lucinda,6.2,26.0,1997.0,0.0,"['Ralph Fiennes', 'Cate Blanchett', 'Ciarán Hinds', 'Tom Wilkinson', 'Richard Roxburgh', 'Christian Manon']",Gillian Armstrong
23000000,"['Action', 'Adventure', 'Crime', 'Romance', 'Thriller']",10396,6.399977,1988-12-02,0.0,Tequila Sunrise,6.0,116.0,1988.0,0.0,"['Mel Gibson', 'Kurt Russell', 'J.T. Walsh', 'Michelle Pfeiffer', 'Raúl Juliá', 'Gabriel Damon', 'Arliss Howard', 'Arye Gross', 'Daniel Zacapa', 'Eric Thiele', 'Tom Nolan', 'Dawn Martel', 'Lala Sloatman', 'Budd Boetticher', 'Ann Magnuson', 'David Rees']",Robert Towne
45000000,"['Drama', 'Mystery', 'Thriller', 'Crime']",9944,8.708306,1993-12-16,195268056.0,The Pelican Brief,6.3,377.0,1993.0,4.339290133333333,"['Julia Roberts', 'Denzel Washington', 'Sam Shepard', 'William Atherton', 'John Lithgow', 'Tom Quinn', 'John Heard', 'Hume Cronyn', 'Tony Goldwyn', 'Robert Culp', 'Stanley Tucci', 'Cynthia Nixon']",Alan J. Pakula
0,"['Comedy', 'Family']",850,7.337907,1983-11-18,19294144.0,A Christmas Story,7.4,352.0,1983.0,0.0,"['Melinda Dillon', 'Darren McGavin', 'Peter Billingsley', 'Jean Shepherd', 'Ian Petrella', 'Scott Schwartz', 'R.D. Robb', 'Zack Ward', 'Yano Anaya', 'Tedde Moore', 'Jeff Gillen', 'Leigh Brown', 'Bob Clark', 'Leslie Carlson', 'Jim Hunter']",Bob Clark
0,"['Comedy', 'Crime', 'Romance']",10154,6.951414,1999-08-16,0.0,Mickey Blue Eyes,5.3,142.0,1999.0,0.0,"['Hugh Grant', 'James Caan', 'Jeanne Tripplehorn', 'Burt Young', 'James Fox', 'Joe Viterelli', 'Gerry Becker', 'Maddie Corman', 'Tony Darrow', 'Paul Lazar', 'Vincent Pastore', 'Scott Thompson', 'John Ventimiglia', 'Frank Pellegrino']",Kelly Makin
13000000,"['Comedy', 'Thriller']",10342,8.345784,1999-08-11,8946237.0,Teaching Mrs. Tingle,5.3,94.0,1999.0,0.6881720769230769,"['Helen Mirren', 'Katie Holmes', 'Jeffrey Tambor', 'Molly Ringwald', 'Vivica A. Fox', 'Marisa Coughlan', 'Barry Watson', 'Michael McKean', 'Liz Stauber', 'John Patrick White', 'Robert Gant', 'Harvey Silver', 'Lesley Ann Warren', 'Cherie Johnson', 'Alan Heitz', 'Brian Klugman', 'Dayna Price']",Kevin Williamson
45000000,"['Action', 'Science Fiction']",10366,7.805145,1999-08-05,10667893.0,Universal Soldier: The Return,4.2,138.0,1999.0,0.2370642888888889,"['Jean-Claude Van Damme', 'Kiana Tom', 'Bill Goldberg', 'Michael Jai White', 'Heidi Schanz', 'Xander Berkeley', 'Justin Lazard', 'Daniel von Bargen', 'James Black', 'Karis Paige Bryant', 'Brent Hinkley', 'Brent Anderson']",Mic Rodgers
23000000,"['Thriller', 'Action', 'Science Fiction', 'Crime']",9349,8.035769,1992-07-10,0.0,Universal Soldier,5.8,382.0,1992.0,0.0,"['Jean-Claude Van Damme', 'Dolph Lundgren', 'Ally Walker', ""Ed O'Ross"", 'Ralf Moeller', 'Jerry Orbach', 'Leon Rippy', 'Tico Wells', 'Robert Trebor', 'Tom Lister Jr.', 'Simon Rhee', 'Rance Howard', 'Lilyan Chauvin', 'Thomas Rosales, Jr.', 'Ned Bellamy', 'George Fisher']",Roland Emmerich
0,"['Comedy', 'Romance']",15122,1.097513,1999-09-10,0.0,Love Stinks,5.4,11.0,1999.0,0.0,"['French Stewart', 'Bridgette Wilson', 'Bill Bellamy', 'Tyra Banks', 'Tiffani Thiessen', 'Colleen Camp', ""John O'Hurley"", 'Ivana Miličević']",Jeff Franklin
0,"['Animation', 'Thriller']",10494,6.487495,1997-07-11,0.0,Perfect Blue,7.9,261.0,1997.0,0.0,"['Junko Iwao', 'Rica Matsumoto', 'Shinpachi Tsuji', 'Masaaki Ōkura', 'Yōsuke Akimoto', 'Yoku Shioya', 'Hideyuki Hori', 'Emi Shinohara', 'Kiyoyuki Yanada', 'Tōru Furusawa', 'Shiho Niiyama', 'Emiko Furukawa', 'Aya Hara', ""Shin'ichirou Miki"", 'Megumi Tano', 'Akio Suyama', 'Osamu Hosoi', 'Kôichi Tôchika', 'Emi Motoi', 'Kishô Taniyama', 'Shokkâ Ôno', 'Rofuto Purasu Wan Burazâzu', 'Makoto Kitano', 'Soichiro Hoshi', 'Masashi Ebara']",Satoshi Kon
0,"['Horror', 'Science Fiction']",126152,0.056395,1998-09-10,0.0,With Friends Like These...,0.0,0.0,1998.0,0.0,"['Bill Murray', 'Adam Arkin', 'David Strathairn', 'Jon Tenney', 'Robert Costanzo', 'Amy Madigan', 'Laura San Giacomo', 'Elle Macpherson', 'Lauren Tom', ""Beverly D'Angelo"", 'Martin Scorsese']",Philip Frank Messina
7000000,"['Drama', 'Action', 'Thriller', 'Crime']",22314,1.615319,1999-08-25,14011454.0,In Too Deep,6.3,18.0,1999.0,2.001636285714285,"['Omar Epps', 'LL Cool J', 'Nia Long', 'Stanley Tucci', 'Hill Harper', 'Jake Weber', 'Pam Grier', 'Richard Brooks', 'David Patrick Kelly', 'Hassan Johnson']",Michael Rymer
0,"['Documentary', 'Foreign']",51679,0.447313,1999-01-01,360895.0,The Source,4.9,5.0,1999.0,0.0,"['Dennis Hopper', 'John Turturro', 'Steve Martin', 'Johnny Depp']",Chuck Workman
0,"['Horror', 'Mystery', 'Thriller']",35813,8.819138,1959-08-09,0.0,The Bat,5.9,18.0,1959.0,0.0,"['Vincent Price', 'Agnes Moorehead', 'Gavin Gordon', 'John Sutton', 'Lenita Lane', 'Darla Hood', 'Elaine Edwards', 'John Bryant', 'Harvey Stephens', 'Mike Steele', 'Riza Royce', 'Robert Williams']",Crane Wilbur
0,"['Action', 'Thriller', 'War']",11037,4.33058,1986-01-17,0.0,Iron Eagle,4.8,64.0,1986.0,0.0,"['Louis Gossett, Jr.', 'Jason Gedrick', 'Tim Thomerson', 'Larry B. Scott', 'Shawnee Smith', 'Robbie Rist']",Sidney J. Furie
0,"['Action', 'Adventure', 'Drama', 'Thriller']",11955,2.331052,1988-11-11,0.0,Iron Eagle II,4.3,17.0,1988.0,0.0,"['Louis Gossett, Jr.', 'Mark Humphrey', 'Stuart Margolin', 'Alan Scarfe']",Sidney J. Furie
0,"['Action', 'Thriller']",2038,8.48487,1992-01-09,0.0,Iron Eagle III,3.6,15.0,1992.0,0.0,"['Louis Gossett, Jr.', 'Rachel McLish', 'Paul Freeman', 'Horst Buchholz', 'Christopher Cazenove', 'Sonny Chiba', 'Fred Dalton Thompson', 'Mitchell Ryan', 'Rob Estes', 'Ray Mancini']",John Glen
0,"['Action', 'Adventure']",28737,1.286323,1995-01-01,0.0,Iron Eagle IV,3.2,8.0,1995.0,0.0,"['Louis Gossett, Jr.', 'Jason Cadieux', 'Joanne Vannicola', 'Max Piersig', 'Karen Gayle', 'Ross Hull', 'Rachel Blanchard', 'Dominic Zamprogna', 'Sean McCann', 'Victoria Snow', 'Jason Blicker', 'Al Waxman', 'J.D. Nicholsen', 'Dean McDermott', 'Aidan Devine', 'Matt Cooke', 'Jeff Pustil', 'Chas Lawther', 'Kevin Hicks']",Sidney J. Furie
0,"['Action', 'Thriller', 'Mystery']",11963,14.364447,1975-09-24,27476252.0,Three Days of the Condor,7.2,234.0,1975.0,0.0,"['Robert Redford', 'Faye Dunaway', 'Cliff Robertson', 'Max von Sydow', 'John Houseman', 'Addison Powell', 'Walter McGinn', 'Tina Chen', 'John Randolph Jones', 'Michael Kane', 'Don McHenry', 'Michael B. Miller', 'Jess Osuna', 'Dino Narizzano', 'Helen Stenborg', 'Patrick Gorman', 'Hansford Rowe', 'Carlin Glynn', 'Hank Garrett']",Sydney Pollack
0,[],141489,0.512134,1964-09-23,0.0,Hamlet from the Lunt-Fontanne Theatre,6.0,2.0,1964.0,0.0,"['Richard Burton', 'Hume Cronyn', 'Alfred Drake', 'Eileen Herlie', 'William Redfield', 'George Rose', 'George Voskovec', 'Hugh Alexander', 'Philip Coolidge', 'Christopher Culkin', 'John Cullum', 'Michael Ebert', 'Dillon Evans', 'Clement Fowler', 'Geoff Garland', 'John Gielgud', 'John Hetherington', 'Barnard Hughes', 'Linda Marsh', 'Robert Milli', 'Frederick Young', 'Kate Beswick', 'Alex Giannini', 'Claude Harz', 'Gerome Ragni', 'Richard Sterne', 'Carol Teitel']",Bill Colleran
0,"['Adventure', 'Drama']",53761,1.175646,1919-11-23,0.0,Male and Female,5.0,1.0,1919.0,0.0,"['Thomas Meighan', 'Theodore Roberts', 'Raymond Hatton', 'Robert Cain', 'Gloria Swanson', 'Lila Lee', 'Bebe Daniels', 'Julia Faye']",Cecil B. DeMille
40000000,['Adventure'],9096,7.431005,1992-02-07,0.0,Medicine Man,5.8,114.0,1992.0,0.0,"['Sean Connery', 'Lorraine Bracco', 'José Wilker', 'Rodolfo De Alexandre', 'Angelo Barra Moreira', 'Francisco Tsiren Tsere Rereme', 'Elias Monteiro Da Silva', 'Edinei Maria Serrio Dos Santos', 'Bec-Kana-Re Dos Santos Kaiapo', 'José Lavat']",John McTiernan
0,['Adventure'],91893,0.301984,1919-10-03,0.0,The Spiders - The Golden Sea,5.7,5.0,1919.0,0.0,"['Carl de Vogt', 'Ressel Orla', 'Georg John', 'Lil Dagover']",Fritz Lang
0,[],113273,0.140027,1999-01-01,0.0,On the Ropes,5.0,1.0,1999.0,0.0,[],Nanette Burstein
0,[],103793,0.100686,1998-11-18,0.0,Rosie,5.0,2.0,1998.0,0.0,"['Aranka Coppens', 'Dirk Roofthooft', 'Sara De Roo', 'Joost Wijnant', 'Frank Vercruyssen']",Patrice Toye
160000000,"['Adventure', 'Fantasy', 'Action']",1911,10.308026,1999-08-27,61698899.0,The 13th Warrior,6.4,524.0,1999.0,0.38561811875,"['Antonio Banderas', 'Vladimir Kulich', 'Dennis Storhøi', 'Daniel Southern', 'Clive Russell', 'Mischa Hausserman', 'Richard Bremmer', 'Diane Venora', 'Neil Maffin', 'John DeSantis', 'Oliver Sveinall', ""Asbjørn 'Bear' Riis"", 'Tony Curran', 'Albie Woodington', 'Omar Sharif', 'Erick Avari', 'John Bear Curtis', 'Andrew Kavadas', 'Richard Ooms']",John McTiernan
75000000,"['Drama', 'Science Fiction', 'Thriller']",2900,14.705865,1999-08-26,19598588.0,The Astronaut's Wife,5.5,263.0,1999.0,0.2613145066666666,"['Johnny Depp', 'Charlize Theron', 'Joe Morton', 'Clea DuVall', 'Nick Cassavetes', 'Donna Murphy', 'Gary Grubbs', 'Blair Brown', 'Tom Noonan', ""Tom O'Brien"", 'Lucy Lin', 'Michael Crider', 'Samantha Eggar', 'Rondi Reed', 'Conrad Bachmann', 'Sarah Dampf', 'Charles Lanyer', 'Gary Carlos Cervantes', 'Seth Barrish', 'Ellen Lancaster', 'Julian Barnes', 'Priscilla Shanks', 'Jennifer Burry', 'Susan Cella', 'Linda Powell', 'Elston Ridgle', 'Robert Sella', 'Samantha Carpel', 'Stephen Berger', 'Michael Luceri', 'Ben Van Bergen', 'Edward Kerr', 'Cole Sprouse', 'Dylan Sprouse', 'Carl Burrows', 'Buck Holland']",Rand Ravich
70000000,"['Comedy', 'Family', 'Romance']",17709,4.431577,1999-08-27,0.0,Dudley Do-Right,3.8,49.0,1999.0,0.0,"['Brendan Fraser', 'Sarah Jessica Parker', 'Alfred Molina', 'Eric Idle', 'Robert Prosky', 'Jack Kehler', 'Alex Rocco', 'Louis Mustillo', 'Don Yesso', 'Jed Rees', 'Brant von Hoffman', 'Corey Burton', 'Dyllan Christopher', 'Ashley Yarman', 'Jeremy Bergman', 'Douglas Newell', 'Haig Sutherland', 'Michael McCarty', 'Rondel Reynoldson', 'Rick Poltaruk', 'Kevin Blatch', 'Regis Philbin', 'Kathie Lee Gifford', 'Ernie Grunwald', 'Jennifer Clement', 'Brian Arnold', 'Paul Barsanti', 'Eddie Moore', 'Eric Breker', 'Jennifer Rockett', 'Robert Saunders', 'C. Ernst Harth', 'Gerard Plunkett', 'Michal Suchánek', 'Brent Butt', 'John Destry', 'David Fredericks', 'William MacDonald', 'Oscar Goncalves', 'Jessica Schreier', 'Kevin Mundy', 'Justen Harcourt', 'Nathan Bennett', 'Isis Johnson', 'Art Irizawa', 'Bryan Anthony', 'Adrian Armas', 'Jennifer Armstrong', 'Scott Augustine', 'Linda Bernath', 'Jeffrey Broadhurst', 'Dominic Carbone', 'Kelsey Chace', 'Michael Chambers', 'Anne Fletcher', 'Scott Fowler', 'Amber Funk', 'Bob Gaynor', 'Leigh Hilary', 'Sarah Hofmann', 'Erik Hyler', 'Russ Jones', 'Eleu Kruse', 'Lance MacDonald', 'Jocelyn Peden', 'Cindi Poe', 'Lisa Ratzin', 'Artine Brown', 'Erick Kaffka', 'Robin Mossley', 'Gerald Scarr', 'Tony Willett', 'Nicole Robert']",Hugh Wilson
0,"['Fantasy', 'Comedy']",37718,1.533253,1999-08-27,0.0,The Muse,5.3,31.0,1999.0,0.0,"['Albert Brooks', 'Sharon Stone', 'Andie MacDowell', 'Jeff Bridges', 'Cybill Shepherd', 'Jennifer Tilly', 'Monica Mikala', 'Jamie Alexis', 'Catherine MacNeal', 'Mark Feuerstein', 'Bradley Whitford', 'Stacey Travis', 'Lorenzo Lamas']",Albert Brooks
0,['Drama'],47144,0.569218,1998-08-01,0.0,Cabaret Balkan,7.3,4.0,1998.0,0.0,"['Ivan Bekjarev', 'Vojislav Brajović', 'Mira Banjac', 'Aleksandar Berček', 'Bogdan Diklić', 'Milena Dravić', 'Nebojša Glogovac', 'Mirjana Karanović', ""Predrag 'Miki' Manojlović"", 'Dragan Nikolić', 'Ana Sofrenović', ""Danilo 'Bata' Stojković"", 'Ljuba Tadić', 'Sergej Trifunović']",Goran Paskaljević
0,"['Drama', 'Family']",104896,0.513308,1999-08-27,0.0,A Dog Of Flanders,6.4,6.0,1999.0,0.0,"['Jack Warden', 'Jeremy James Kissner', 'Jesse James', 'Jon Voight', 'Cheryl Ladd', 'Bruce McGill', 'Steven Hartley', 'Andrew Bicknell', 'Farren Monet']",Kevin Brodie
0,"['Mystery', 'Thriller']",30964,0.504739,1999-06-25,0.0,The Lost Son,5.8,6.0,1999.0,0.0,"['Daniel Auteuil', 'Nastassja Kinski', 'Katrin Cartlidge', 'Marianne Denicourt', 'Ciarán Hinds', 'Billie Whitelaw', 'Cyril Shaps', 'Bruce Greenwood', 'Jamie Harris', 'Hemal Pandya', 'Billy Smyth', 'Cal Macaninch', 'Mark Benton', 'Michael Liebman', 'Joe White', 'Ray MacAllan', 'Júlio Garcia', 'Mehmet Ferda', 'Anneka Svenska', 'Brenda Whitehead', 'Christine Perez', 'David Hayman', 'Natalie Rogers', 'Charlotte Carew-Gibbs', 'Gregory McFarnon', 'Marsha Fitzalan', 'Will Welch']",Chris Menges
0,['Drama'],52366,1.122218,1997-02-26,458557.0,Lucie Aubrac,5.9,8.0,1997.0,0.0,"['Carole Bouquet', 'Daniel Auteuil', 'Patrice Chéreau', 'Jean-Roger Milo', 'Eric Boucher', 'Bernard Verley', 'Pascal Greggory', 'Hans Wyprächtiger', 'Andrzej Seweryn', 'Jean-Claude Bourbault', 'Roland Amstutz', 'Jean-Claude Grumberg', 'Danièle Goldmann', 'Jean Martin', 'Marie Pillet', 'Maxime Henry', 'Jean-Louis Richard', 'Grégoire Oestermann', 'Olga Grumberg', 'Hubert Saint-Macary', 'Yves Neff', 'Jacques Bonnaffé', 'Heino Ferch']",Claude Berri
0,"['Comedy', 'Romance']",6373,1.233052,1998-05-08,0.0,The Very Thought of You,5.0,11.0,1998.0,0.0,"['Monica Potter', 'Rufus Sewell', 'Tom Hollander', 'Joseph Fiennes', 'Ray Winstone', 'Debora Weston', 'Jan Pearson', 'Rebecca Craig', 'Paul Bigley', ""Steven O'Donnell""]",Nick Hamm
70000000,"['Action', 'Comedy', 'Thriller']",2162,3.062626,1999-09-01,11263966.0,Chill Factor,5.3,30.0,1999.0,0.1609138,"['Cuba Gooding Jr.', 'Skeet Ulrich', 'Peter Firth', 'David Paymer', 'Daniel Hugh Kelly', 'Judson Mills', 'Jordan Mott', 'Hudson Leick', ""Kevin J. O'Connor""]",Hugh Johnson
7000000,"['Romance', 'Comedy', 'Drama']",14578,3.10924,1999-08-16,7292175.0,Outside Providence,5.6,30.0,1999.0,1.0417392857142858,"['Shawn Hatosy', 'Amy Smart', 'Alec Baldwin', 'Jon Abrahams', 'Richard Jenkins', 'George Wendt', 'Robert Turano', 'Gabriel Mann', 'George Martin', 'Libby Langdon', 'Jonathan Brandis', 'Jack Ferver']",Michael Corrente
0,"['Comedy', 'Drama', 'Romance']",40694,1.016117,1998-08-01,0.0,Bedrooms and Hallways,5.9,11.0,1998.0,0.0,"['James Purefoy', 'Harriet Walter', 'Jennifer Ehle', 'Kevin McKidd', 'Tom Hollander', 'Hugo Weaving', 'Paul Higgins', 'Julie Graham', 'Simon Callow', ""Con O'Neill"", 'Christopher Fulford']",Rose Troche
0,['Comedy'],4338,0.563637,1998-09-13,0.0,I Woke Up Early The Day I Died,4.7,3.0,1998.0,0.0,"['Billy Zane', 'Tippi Hedren', 'Ron Perlman', 'Sandra Bernhard', 'Michael Greene', 'Christina Ricci', 'Andrew McCarthy', 'Ann Magnuson', 'Bud Cort', 'Taylor Negron', 'Max Perlich', 'Patrick Painter', 'Carel Struycken', 'Tara Reid', 'Kathleen Robertson', 'Nicollette Sheridan', 'Karen Black', 'Will Patton', 'John Ritter', 'Maila Nurmi', 'Eartha Kitt', 'Conrad Brooks', 'Leif Garrett', 'Brent Hinkley', 'Steven Weber', 'Summer Phoenix', 'Rain Phoenix', 'Jonathan Taylor Thomas']",Aris Iliopulos
0,"['Romance', 'Drama', 'Comedy']",49184,0.219485,1998-09-01,0.0,West Beyrouth,8.8,5.0,1998.0,0.0,"['Rami Doueiri', 'Naamar Sahli', 'Mohamad Chamas', 'Rola Al Amin', 'Carmen Lebbos', 'Carmen Lebbos', 'Liliane Nemri', 'Leïla Karam', 'Mahmoud Mabsout', 'Hassan Farhat', 'Fadi Abou Khalil']",Ziad Doueiri
29000000,['Horror'],10307,9.304144,1999-09-10,50041732.0,Stigmata,6.0,248.0,1999.0,1.7255769655172415,"['Patricia Arquette', 'Gabriel Byrne', 'Jonathan Pryce', 'Nia Long', 'Thomas Kopache', 'Rade Serbedzija', 'Enrico Colantoni', 'Dick Latessa', 'Portia de Rossi', 'Patrick Muldoon', 'Ann Cusack', 'Shaun Toub', 'Tom Hodges', 'Lydia Hazan', 'Shaun Duke']",Rupert Wainwright
12000000,"['Horror', 'Mystery', 'Thriller']",11601,5.875606,1999-09-10,21133087.0,Stir of Echoes,6.5,334.0,1999.0,1.7610905833333332,"['Kevin Bacon', 'Kathryn Erbe', 'Illeana Douglas', 'Kevin Dunn', ""Conor O'Farrell"", 'Lusia Strus', 'Zachary David Cope', 'Stephen Eugene Walker', 'Mary Kay Cook', 'Larry Neumann Jr.', 'Jennifer Morrison', 'Liza Weil']",David Koepp
0,"['Drama', 'Thriller', 'Crime']",18621,4.374187,1999-04-09,0.0,Best Laid Plans,6.0,30.0,1999.0,0.0,"['Reese Witherspoon', 'Alessandro Nivola', 'Josh Brolin', 'Gene Wolande', 'Terrence Howard', 'Jamie Marsh', 'Teddy Vincent', 'Jane Morris', 'Rebecca Klingler']",Mike Barker
0,"['Comedy', 'Romance']",1075,6.261475,1998-06-01,0.0,"Black Cat, White Cat",7.7,160.0,1998.0,0.0,"['Bajram Severdzhan', 'Srđan Todorović', 'Zabit Memedov', 'Florijan Ajdini', 'Branka Katić', 'Ljubica Adzovic', 'Sabri Sulejmani', 'Jashar Destani', 'Predrag Laković']",Emir Kusturica
0,"['Drama', 'Thriller']",21719,2.255032,1999-02-25,370668.0,The Minus Man,6.4,19.0,1999.0,0.0,"['Owen Wilson', 'Brian Cox', 'Sheryl Crow', 'Dwight Yoakam', 'Dennis Haysbert', 'Alex Warren', 'Mercedes Ruehl', 'Eric Mabius', 'Janeane Garofalo', 'Larry Miller', 'John Carroll Lynch', 'Meg Foster', 'Chloe Black', 'Lois Gerace', 'Erik Holland', ""Danny 'Big Black' Rey"", 'Axel Ovregaard', 'Brent Briscoe', 'John Vargas', 'Lew McCreary', 'Shannon Kies', 'Madeleine Ignon', 'María Díaz', 'David Warshofsky', 'Mark Derwin', 'Matt Gerald', 'Shannon Frank', 'Kevin Halloran', 'Flo Lawrence']",Hampton Fancher
0,"['Comedy', 'Drama', 'Music']",40879,1.483082,1999-09-10,0.0,Whiteboyz,4.8,4.0,1999.0,0.0,"['Danny Hoch', 'Piper Perabo', 'Dr. Dre', 'Fat Joe', 'Eugene Byrd', 'Dash Mihok', 'Mark Webber', 'William N. Mayberry', 'Eric Rivas Quiroga', 'Snoop Dogg']",Marc Levin
0,"['Adventure', 'Drama', 'Family']",47951,2.500605,1986-06-27,0.0,The Adventures of Milo and Otis,6.7,54.0,1986.0,0.0,"['Dudley Moore', 'Kyoko Koizumi', 'Milo', 'Otis', 'Shigeru Tsuyuki']",Masanori Hata
